a0,a1,a2,a3,a4,a5,a6,a7,a8
1512976209,87,32,87,51,87,31139,87,83
1512976509,87,109,87,52,87,31243,87,83
1512976809,86,43,86,70,86,30888,87,83
1512977109,86,92,86,26,86,31061,87,83
1512977409,86,90,86,32,86,31093,87,83
1512977709,86,55,86,44,86,30379,87,83
1512978009,86,58,86,58,86,30523,87,83
1512978309,86,65,86,44,86,29483,87,83
1512978609,86,62,86,32,86,29558,87,83
1512978910,86,64,86,34,86,29580,87,83
1512979210,86,562,86,19,86,29636,87,83
1512979509,86,51,86,26,86,29145,87,83
1512979809,86,50,86,25,86,29219,87,83
1512980109,86,68,86,16,86,29249,87,83
1512980409,86,50,86,67,86,29093,87,83
1512980709,87,60,87,15,87,29208,87,83
1512981010,86,46,86,39,86,29321,87,83
1512981309,87,33,87,96,87,29061,87,83
1512981611,87,79,87,26,87,29101,87,83
1512981909,86,44,86,30,86,28246,87,83
1512982210,87,47,87,33,87,28278,87,83
1512982509,87,42,87,50,87,28312,87,83
1512982810,87,50,87,15,87,28418,87,83
1512983109,87,37,87,26,87,27878,87,83
1512983409,87,50,87,54,87,27983,87,83
1512983709,87,31,87,65,87,28042,87,83
1512984009,87,33,87,61,87,27096,87,84
1512984310,87,42,87,75,87,27163,87,84
1512984610,87,73,87,63,87,27451,87,84
1512984909,87,13,87,48,87,26792,87,84
1512985209,87,79,87,38,87,26805,87,84
1512985510,87,73,87,34,87,27715,87,84
1512985810,87,20,87,43,87,27311,87,84
1512986109,87,28,87,77,87,27444,87,84
1512986409,86,109,86,59,86,27153,87,84
1512986709,87,48,87,115,87,27323,87,84
1512987010,86,63,86,50,86,27463,87,84
1512987309,85,49,85,83,85,28552,87,84
1512987609,85,58,85,33,85,28599,87,84
1512987909,86,44,86,41,86,28872,87,84
1512988209,86,43,86,28,86,28990,87,84
1512988510,86,63,86,47,86,28844,87,84
1512988810,86,50,86,56,86,28927,87,84
1512989110,86,89,86,20,86,29033,87,84
1512989410,86,60,86,17,86,28788,87,84
1512989709,86,91,86,15,86,28816,87,84
1512990009,86,73,86,32,86,28834,87,84
1512990309,86,45,86,26,86,28730,87,84
1512990610,86,74,86,66,86,28787,87,84
1512990909,86,48,86,34,86,28829,87,84
1512991209,86,44,86,37,86,28711,87,84
1512991509,86,61,86,58,86,29046,87,84
1512991810,86,44,86,45,86,29075,87,84
1512992109,86,36,86,37,86,28894,87,84
1512992409,86,46,86,63,86,28954,87,84
1512992709,86,26,86,49,86,28991,87,84
1512993010,86,39,86,38,86,28848,87,84
1512993309,86,81,86,35,86,28887,87,84
1512993610,86,35,86,48,86,28923,87,84
1512993909,86,45,86,30,86,28836,87,84
1512994209,87,45,87,58,87,29019,87,84
1512994510,86,38,86,89,86,29220,87,84
1512994810,87,24,87,45,87,29071,87,84
1512995109,87,89,87,47,87,29254,87,84
1512995409,87,31,87,50,87,29247,87,84
1512995709,87,79,87,26,87,29449,87,84
1512996009,87,31,87,49,87,29614,87,84
1512996310,87,37,87,51,87,29437,87,84
1512996609,87,53,87,84,87,29461,87,84
1512996910,87,142,87,56,87,29567,87,84
1512997209,87,166,87,38,87,29601,87,84
1512997511,87,109,87,69,87,29816,87,84
1512997810,87,39,87,71,87,29952,87,84
1512998109,87,46,87,44,87,30021,87,84
1512998410,87,46,87,54,87,29782,87,84
1512998710,87,44,87,41,87,29842,87,84
1512999010,87,28,87,42,87,29860,87,84
1512999309,87,30,87,48,87,29242,87,84
1512999609,87,24,87,37,87,29259,87,84
1512999909,87,30,87,43,87,29285,87,84
1513000209,87,75,87,48,87,29109,87,84
1513000510,87,19,87,49,87,29147,87,84
1513000810,87,41,87,39,87,29172,87,84
1513001109,87,242,87,25,87,28651,87,84
1513001410,87,19,87,81,87,29802,88,84
1513001711,87,23,87,62,87,29967,88,84
1513002010,87,50,87,82,87,29773,88,84
1513002309,87,209,87,62,87,29864,88,84
1513002610,86,50,86,66,86,30698,88,84
1513002909,86,44,86,28,86,30738,88,84
1513003210,86,62,86,34,86,30862,88,84
1513003509,86,43,86,30,86,30601,88,84
1513003809,86,63,86,16,86,30695,88,84
1513004110,86,87,86,26,86,30756,88,84
1513004410,86,59,86,29,86,30847,88,84
1513004710,87,49,87,23,87,30667,88,84
1513005009,86,77,86,26,86,30699,88,84
1513005309,86,26,86,49,86,30614,88,84
1513005610,87,26,87,54,87,30640,88,84
1513005909,87,27,87,90,87,30696,88,84
1513006210,87,47,87,79,87,30714,88,84
1513006509,87,32,87,69,87,30628,88,84
1513006809,87,37,87,76,87,30674,88,84
1513007109,87,27,87,65,87,30679,88,84
1513007410,87,34,87,93,87,30200,88,84
1513007709,86,28,86,60,86,30236,88,84
1513008009,87,25,87,43,87,30252,88,84
1513008309,87,20,87,59,87,30175,88,84
1513008609,87,28,87,43,87,30189,88,84
1513008910,87,24,87,84,87,30087,88,84
1513009209,87,17,87,61,87,30118,88,84
1513009509,87,37,87,44,87,30231,88,84
1513009809,87,29,87,79,87,30251,88,84
1513010110,87,21,87,60,87,30180,88,84
1513010409,87,31,87,54,87,30209,88,84
1513010709,87,48,87,37,87,30223,88,84
1513011009,87,40,87,50,87,30131,88,84
1513011310,87,48,87,66,87,30155,88,84
1513011609,87,71,87,52,87,30185,88,84
1513011909,87,45,87,55,87,30006,88,84
1513012209,86,56,86,46,86,31038,88,84
1513012509,86,40,86,40,86,31489,88,84
1513012809,86,43,86,31,86,31458,88,84
1513013110,86,26,86,40,86,31479,88,84
1513013409,86,48,86,40,86,31517,88,84
1513013709,86,112,86,24,86,31354,88,84
1513014009,86,44,86,44,86,31362,88,84
1513014309,86,42,86,62,86,31441,88,84
1513014610,86,46,86,36,86,31506,88,84
1513014910,86,42,86,50,86,31559,88,84
1513015209,86,41,86,53,86,31620,88,84
1513015510,86,44,86,37,86,31617,88,84
1513015809,86,85,86,20,86,31667,88,84
1513016109,86,47,86,40,86,31718,88,84
1513016410,86,38,86,31,86,31570,88,84
1513016709,86,17,86,58,86,31587,88,84
1513017009,86,48,86,44,86,31626,88,84
1513017309,86,33,86,63,86,31483,88,84
1513017610,86,33,86,38,86,31708,88,84
1513017909,86,38,86,68,86,31742,88,84
1513018209,86,45,86,53,86,31182,88,85
1513018511,86,50,86,33,86,31202,88,85
1513018810,86,23,86,60,86,30972,88,85
1513019110,86,15,86,45,86,30989,88,85
1513019409,86,35,86,32,86,31017,88,85
1513019709,86,36,86,69,86,30828,88,85
1513020009,86,28,86,53,86,30875,88,85
1513020309,86,35,86,62,86,30891,88,85
1513020609,86,45,86,71,86,30912,88,85
1513020909,86,64,86,49,86,30784,88,85
1513021210,86,34,86,43,86,30804,88,85
1513021510,86,43,86,39,86,30830,88,85
1513021809,86,31,86,41,86,30768,88,85
1513022109,86,50,86,35,86,30791,88,85
1513022409,86,33,86,30,86,30806,88,85
1513022710,86,35,86,57,86,30762,88,85
1513023009,86,35,86,65,86,30778,88,85
1513023310,86,35,86,53,86,30797,88,85
1513023609,86,18,86,60,86,30724,88,85
1513023909,86,26,86,53,86,31290,88,85
1513024210,86,41,86,73,86,31415,88,85
1513024510,86,76,86,19,86,31150,88,85
1513024809,86,44,86,22,86,31203,88,85
1513025110,86,53,86,36,86,31243,88,85
1513025410,86,58,86,81,86,31064,88,85
1513025709,86,69,86,37,86,31149,88,85
1513026009,86,68,86,44,86,31167,88,85
1513026311,86,72,86,54,86,31095,88,85
1513026609,85,25,85,40,85,31547,88,85
1513026909,85,44,85,46,85,31580,88,85
1513027209,85,50,85,89,85,31940,88,85
1513027510,85,60,85,56,85,32298,88,85
1513027809,85,47,85,26,85,32422,88,85
1513028110,85,68,85,46,85,32734,88,85
1513028409,85,38,85,30,85,33022,88,85
1513028709,85,53,85,79,85,33133,88,85
1513029010,85,53,85,35,85,31174,88,85
1513029310,85,212,85,15,85,31251,88,85
1513029610,85,45,85,59,85,31444,88,85
1513029910,85,69,85,51,85,31049,88,85
1513030209,85,63,85,57,85,31127,88,85
1513030510,85,62,85,28,85,31223,88,85
1513030810,85,35,85,50,85,31112,88,85
1513031110,86,56,86,19,86,31243,88,85
1513031409,85,52,85,42,85,31137,88,85
1513031710,85,22,85,45,85,31226,88,85
1513032009,85,33,85,54,85,31239,88,85
1513032309,85,33,85,53,85,31275,88,85
1513032610,86,23,86,54,86,30867,88,85
1513032910,86,24,86,56,86,30893,88,85
1513033210,85,32,85,47,85,30957,88,85
1513033509,86,23,86,60,86,30594,88,85
1513033809,86,34,86,39,86,30610,88,85
1513034109,85,23,85,85,85,30630,88,85
1513034410,85,28,85,45,85,30570,88,85
1513034709,85,30,85,55,85,30589,88,85
1513035010,85,21,85,54,85,30611,88,85
1513035309,85,18,85,53,85,30389,88,85
1513035609,85,20,85,51,85,30412,88,85
1513035910,85,39,85,38,85,30423,88,85
1513036210,85,71,85,45,85,30208,88,85
1513036509,85,49,85,49,85,30389,88,85
1513036810,86,29,86,77,86,30951,88,85
1513037109,86,8,86,75,86,31038,88,85
1513037409,86,31,86,80,86,31062,88,85
1513037709,86,22,86,45,86,31080,88,85
1513038009,86,13,86,58,86,30964,88,85
1513038309,86,46,86,56,86,30995,88,85
1513038610,86,59,86,59,86,31024,88,85
1513038909,86,41,86,40,86,30921,88,85
1513039209,86,52,86,54,86,30946,88,85
1513039510,86,32,86,50,86,31079,88,85
1513039810,86,23,86,54,86,31162,88,85
1513040110,86,34,86,72,86,31280,88,85
1513040409,86,30,86,41,86,31450,88,85
1513040709,86,109,86,27,86,31549,88,85
1513041009,86,109,86,24,86,31575,88,85
1513041309,86,39,86,29,86,31593,88,85
1513041611,86,56,86,59,86,31440,88,85
1513041909,86,55,86,29,86,31456,88,85
1513042210,86,90,86,33,86,31530,88,85
1513042510,86,54,86,48,86,31561,88,85
1513042809,86,57,86,52,86,31607,88,85
1513043110,86,38,86,41,86,31690,88,85
1513043410,86,71,86,33,86,31604,88,85
1513043709,86,62,86,34,86,31665,88,85
1513044009,86,54,86,24,86,31683,88,85
1513044310,86,75,86,35,86,31277,88,85
1513044609,86,60,86,30,86,31301,88,85
1513044912,86,58,86,39,86,31318,88,85
1513045209,86,61,86,45,86,31173,88,85
1513045509,86,50,86,41,86,31190,88,85
1513045810,86,58,86,39,86,31203,88,85
1513046109,86,69,86,48,86,31075,88,85
1513046409,86,78,86,30,86,31097,88,85
1513046710,86,79,86,43,86,31111,88,85
1513047009,86,67,86,33,86,31044,88,85
1513047310,86,74,86,35,86,31065,88,85
1513047609,86,44,86,29,86,31100,88,85
1513047909,86,27,86,51,86,30462,88,85
1513048209,86,78,86,38,86,30505,88,85
1513048509,86,66,86,43,86,30535,88,85
1513048809,86,72,86,29,86,30419,88,85
1513049110,86,65,86,42,86,30434,88,85
1513049409,86,81,86,25,86,30341,88,85
1513049709,86,30,86,37,86,30364,88,85
1513050010,86,22,86,59,86,30372,88,85
1513050309,86,40,86,50,86,30388,88,85
1513050611,86,24,86,46,86,30167,88,85
1513050909,86,98,86,56,86,30256,88,85
1513051210,86,39,86,53,86,30357,88,85
1513051509,86,55,86,44,86,30344,88,85
1513051809,86,46,86,48,86,30368,88,85
1513052109,86,57,86,67,86,30359,88,85
1513052409,86,50,86,57,86,30392,88,85
1513052709,86,63,86,57,86,30441,88,85
1513053010,86,58,86,60,86,30484,88,85
1513053309,86,61,86,41,86,30455,88,85
1513053609,86,310,86,34,86,30508,88,85
1513053909,86,30,86,64,86,30648,88,85
1513054209,86,47,86,121,86,30775,88,85
1513054509,86,43,86,61,86,31185,88,85
1513054809,86,18,86,107,86,30937,88,85
1513055109,86,29,86,43,86,31010,88,85
1513055410,86,25,86,30,86,31094,88,85
1513055709,87,34,87,46,87,31306,88,85
1513056009,87,63,87,66,87,31483,88,85
1513056309,87,197,87,55,87,31662,88,85
1513056610,87,47,87,59,87,31959,88,85
1513056909,87,39,87,76,87,31962,88,85
1513057209,87,20,87,97,87,32033,88,85
1513057509,87,24,87,50,87,32082,88,85
1513057809,86,53,86,131,86,32056,88,85
1513058109,86,55,86,38,86,32198,88,85
1513058409,87,32,87,40,87,32244,88,85
1513058709,87,28,87,116,87,30050,88,85
1513059010,87,24,87,102,87,30102,88,85
1513059309,87,129,87,89,87,30150,88,85
1513059609,87,148,87,81,87,29792,88,85
1513059909,87,143,87,59,87,29927,88,85
1513060209,87,25,87,92,87,30072,88,85
1513060509,86,31,86,48,86,29853,88,85
1513060809,86,63,86,27,86,30055,88,85
1513061109,86,34,86,44,86,30109,88,85
1513061409,86,39,86,32,86,30055,88,85
1513061710,86,28,86,167,86,30114,88,85
1513062009,86,66,86,40,86,30146,88,85
1513062309,86,60,86,37,86,29857,88,85
1513062609,86,57,86,25,86,29937,88,85
1513062909,86,52,86,20,86,29965,88,85
1513063210,86,27,86,62,86,29647,88,85
1513063509,86,94,86,23,86,29874,88,85
1513063809,86,66,86,44,86,29783,88,85
1513064109,86,65,86,52,86,29815,88,85
1513064409,86,81,86,45,86,29884,88,85
1513064709,86,42,86,40,86,29776,88,85
1513065009,86,58,86,53,86,29795,88,85
1513065310,86,58,86,49,86,29871,88,85
1513065609,86,64,86,38,86,29894,88,85
1513065909,86,40,86,46,86,29758,88,85
1513066209,86,36,86,43,86,29782,88,85
1513066510,86,52,86,54,86,29789,88,85
1513066809,86,36,86,55,86,29556,88,85
1513067109,86,29,86,46,86,29637,88,85
1513067409,86,69,86,37,86,29754,88,85
1513067709,86,105,86,59,86,29609,88,85
1513068009,86,35,86,54,86,29632,88,85
1513068309,86,97,86,41,86,29649,88,85
1513068610,86,201,86,40,86,29499,88,85
1513068909,86,154,86,50,86,29544,88,85
1513069209,86,133,86,33,86,29741,88,85
1513069510,86,92,86,48,86,29634,88,85
1513069810,86,59,86,41,86,29672,88,85
1513070110,86,45,86,43,86,29695,88,85
1513070409,86,49,86,43,86,29299,88,85
1513070709,86,57,86,48,86,29329,88,85
1513071009,86,62,86,32,86,29371,88,85
1513071309,87,49,87,34,87,28717,88,85
1513071609,87,34,87,26,87,28791,88,85
1513071910,86,46,86,55,86,28907,88,85
1513072209,86,48,86,29,86,28134,88,85
1513072509,86,68,86,16,86,28156,88,85
1513072809,86,53,86,19,86,28171,88,85
1513073109,86,35,86,203,86,26778,88,85
1513073410,86,244,86,33,86,26857,88,85
1513073709,87,229,87,53,87,27087,88,85
1513074010,87,50,87,53,87,26402,88,85
1513074309,87,63,87,31,87,26839,88,85
1513074610,87,53,87,59,87,28041,88,85
1513074910,87,79,87,51,87,28052,88,85
1513075209,87,33,87,51,87,28281,88,85
1513075509,86,261,86,24,86,28316,88,85
1513075811,87,37,87,66,87,28486,88,85
1513076110,87,45,87,52,87,28528,88,85
1513076410,87,44,87,42,87,28581,88,85
1513076709,87,46,87,34,87,28395,88,85
1513077009,87,154,87,34,87,28563,88,85
1513077310,87,124,87,44,87,28202,88,85
1513077610,86,49,86,31,86,28445,88,85
1513077909,87,42,87,48,87,28493,88,85
1513078211,87,53,87,50,87,28519,88,85
1513078509,87,50,87,37,87,28427,88,85
1513078810,87,58,87,46,87,28473,88,85
1513079110,87,62,87,84,87,28495,88,85
1513079409,87,58,87,56,87,28388,88,85
1513079709,87,50,87,68,87,28433,88,85
1513080009,86,40,86,96,86,28622,88,85
1513080310,86,34,86,55,86,28382,88,85
1513080609,87,29,87,49,87,28411,88,85
1513080909,86,130,86,45,86,28411,88,85
1513081210,86,39,86,44,86,28735,88,85
1513081509,86,46,86,56,86,28835,88,85
1513081809,86,45,86,66,86,28882,88,85
1513082111,86,50,86,61,86,28495,88,85
1513082409,86,82,86,42,86,28927,88,85
1513082709,86,49,86,87,86,29107,88,85
1513083010,86,54,86,55,86,28681,88,85
1513083309,86,63,86,24,86,28758,88,85
1513083609,86,53,86,55,86,28877,88,85
1513083909,87,54,87,51,87,28700,88,85
1513084209,86,86,86,46,86,28719,88,85
1513084509,86,58,86,46,86,28773,88,85
1513084809,86,38,86,52,86,28704,88,85
1513085109,86,168,86,43,86,28725,88,85
1513085411,86,96,86,70,86,28753,88,85
1513085709,86,27,86,79,86,28784,88,85
1513086009,86,53,86,47,86,28811,88,85
1513086310,86,56,86,15,86,28886,88,85
1513086610,86,51,86,30,86,28795,88,85
1513086910,86,100,86,37,86,28908,88,85
1513087209,86,75,86,58,86,28946,88,85
1513087509,86,81,86,37,86,27690,87,85
1513087809,86,82,86,40,86,27706,87,85
1513088109,86,103,86,63,86,27778,87,85
1513088409,86,48,86,32,86,26831,87,85
1513088709,86,64,86,46,86,26851,87,85
1513089009,86,54,86,49,86,26872,87,85
1513089309,87,20,87,45,87,25724,87,85
1513089609,87,41,87,50,87,25740,87,85
1513089909,86,69,86,59,86,25759,87,85
1513090209,86,108,86,37,86,25549,87,85
1513090509,86,29,86,48,86,25638,87,85
1513090809,86,197,86,37,86,25671,87,85
1513091111,86,179,86,50,86,25595,87,85
1513091409,86,35,86,78,86,25788,87,85
1513091709,86,43,86,34,86,25913,87,85
1513092009,86,50,86,43,86,25951,87,85
1513092310,86,46,86,40,86,26029,87,85
1513092611,86,55,86,24,86,26019,87,85
1513092909,86,32,86,156,86,26082,87,85
1513093210,86,31,86,28,86,26155,87,85
1513093509,86,41,86,162,86,26195,87,85
1513093809,86,33,86,168,86,26117,87,85
1513094110,86,34,86,172,86,26142,87,85
1513094409,86,63,86,243,86,26178,87,85
1513094709,86,59,86,38,86,26152,87,85
1513095009,86,32,86,239,86,26216,87,85
1513095309,86,55,86,51,86,26107,87,85
1513095609,86,52,86,252,86,26125,87,85
1513095910,86,51,86,256,86,26140,87,85
1513096209,86,77,86,82,86,26203,87,85
1513096509,86,71,86,33,86,26234,87,85
1513096809,86,78,86,30,86,26251,87,85
1513097109,86,74,86,41,86,26279,87,85
1513097409,86,61,86,25,86,26205,87,85
1513097710,86,111,86,31,86,26213,87,85
1513098009,86,69,86,30,86,26253,87,85
1513098310,86,70,86,45,86,24750,87,85
1513098609,86,64,86,41,86,24764,87,85
1513098910,86,99,86,25,86,24787,87,85
1513099211,86,66,86,48,86,24729,87,85
1513099509,86,56,86,60,86,24741,87,85
1513099809,86,94,86,67,86,24585,87,85
1513100110,86,53,86,59,86,24620,87,85
1513100410,86,31,86,48,86,24709,87,85
1513100710,86,38,86,51,86,24738,87,85
1513101010,86,74,86,45,86,24781,87,85
1513101310,86,140,86,73,86,25263,87,85
1513101609,86,41,86,30,86,25915,87,85
1513101909,86,37,86,253,86,25903,87,85
1513102209,86,56,86,45,86,26029,87,85
1513102509,86,119,86,27,86,26085,87,85
1513102810,86,34,86,49,86,26055,87,85
1513103111,86,86,86,30,86,26097,87,85
1513103409,86,70,86,46,86,26176,87,85
1513103709,86,88,86,20,86,25850,87,85
1513104009,86,61,86,27,86,26221,87,85
1513104310,86,91,86,35,86,26309,87,85
1513104609,86,82,86,25,86,26292,87,85
1513104910,86,50,86,26,86,26324,87,85
1513105209,87,47,87,58,86,26314,87,85
1513105509,86,66,86,50,86,26380,87,85
1513105811,86,42,86,51,86,26389,87,85
1513106109,86,28,86,71,86,26402,87,85
1513106409,86,35,86,51,86,26326,87,85
1513106709,86,37,86,43,86,26351,87,85
1513107010,86,45,86,50,86,26377,87,85
1513107310,86,43,86,40,86,26331,87,85
1513107609,86,65,86,40,86,26342,87,85
1513107909,86,37,86,60,86,26348,87,85
1513108209,86,29,86,38,86,26350,87,85
1513108510,87,55,87,31,87,26397,87,85
1513108809,87,55,87,28,87,26435,87,85
1513109109,87,65,87,34,87,26541,87,85
1513109411,87,30,87,60,87,26568,87,85
1513109710,87,34,87,62,87,26573,87,85
1513110009,87,40,87,40,87,25862,87,85
1513110309,87,27,87,33,87,25887,87,85
1513110610,87,43,87,24,87,25995,87,85
1513110909,87,63,87,18,87,25863,87,85
1513111209,87,68,87,26,87,25901,87,85
1513111510,87,50,87,37,87,25928,87,85
1513111809,87,40,87,73,87,25759,87,85
1513112110,86,43,86,19,86,25856,87,85
1513112409,87,112,87,17,87,25886,87,85
1513112709,87,88,87,15,87,25079,87,85
1513113009,86,81,86,17,86,25093,87,85
1513113309,87,111,87,22,87,25115,87,85
1513113611,87,48,87,42,87,24110,87,85
1513113910,87,51,87,38,87,24124,87,85
1513114209,86,41,86,39,86,24169,87,85
1513114510,86,58,86,42,86,23502,87,85
1513114810,86,64,86,16,86,23531,87,85
1513115109,87,62,87,12,87,23572,87,85
1513115409,87,195,87,22,87,23226,87,85
1513115710,87,182,87,18,87,23237,87,85
1513116009,87,176,87,25,87,23256,87,85
1513116310,87,171,87,32,87,23090,87,85
1513116609,87,142,87,80,87,23110,87,85
1513116910,87,75,87,20,87,23136,87,85
1513117209,87,53,87,38,87,23019,87,85
1513117510,87,55,87,247,87,23117,87,85
1513117810,87,68,87,18,87,23370,87,85
1513118109,88,50,88,42,88,26842,89,85
1513118409,89,49,89,34,89,28291,89,85
1513118709,89,32,89,51,89,28487,89,85
1513119009,89,126,89,25,89,30007,90,85
1513119309,89,58,89,54,89,30487,90,85
1513119609,89,49,89,38,89,30473,90,85
1513119910,89,112,89,54,89,30620,90,85
1513120209,89,124,89,124,89,30811,90,85
1513120510,89,139,89,55,89,31160,90,85
1513120810,89,203,89,50,89,31147,90,85
1513121110,89,175,89,23,89,31207,90,85
1513121411,89,176,89,41,89,31317,90,85
1513121710,89,53,89,27,89,33062,90,85
1513122010,89,220,89,49,89,33201,90,85
1513122310,89,185,89,44,89,33273,90,85
1513122610,89,161,89,33,89,32431,90,85
1513122909,89,26,89,76,89,32570,90,85
1513123209,89,243,89,99,89,32627,90,85
1513123509,89,144,89,86,89,32886,90,85
1513123809,89,30,89,80,89,32960,90,85
1513124110,89,77,89,45,89,34288,90,85
1513124409,89,36,89,95,89,34385,90,85
1513124710,89,24,89,68,89,34416,90,85
1513125009,89,50,89,61,89,34526,90,85
1513125309,89,86,89,23,89,34442,90,85
1513125609,89,95,89,30,89,34484,90,85
1513125910,89,58,89,24,89,33963,90,85
1513126209,89,172,89,46,89,34044,90,85
1513126510,89,47,89,39,89,34187,90,85
1513126809,89,58,89,31,89,34215,90,85
1513127110,89,25,89,45,89,34233,90,85
1513127410,89,73,89,39,89,34276,90,85
1513127710,89,63,89,33,89,34370,90,85
1513128009,89,39,89,30,89,34448,90,85
1513128309,89,133,89,38,89,34479,90,85
1513128610,89,75,89,38,89,34593,90,85
1513128910,89,102,89,31,89,34419,90,85
1513129209,89,127,89,27,89,34482,90,85
1513129509,89,133,89,49,89,34577,90,85
1513129809,89,106,89,57,89,34507,90,85
1513130109,89,107,89,45,89,34565,90,85
1513130411,89,123,89,18,89,34548,90,85
1513130710,89,28,89,51,89,34655,90,85
1513131010,89,53,89,48,89,34763,90,85
1513131309,89,71,89,69,89,34898,90,85
1513131609,89,123,89,51,89,34952,90,85
1513131909,89,20,89,57,89,35002,90,85
1513132209,89,33,89,34,89,35038,90,85
1513132510,89,61,89,58,89,35028,90,85
1513132809,89,19,89,32,89,35092,90,85
1513133109,89,19,89,53,89,35243,90,85
1513133409,89,30,89,78,89,35320,90,85
1513133709,90,17,90,173,90,35768,90,85
1513134010,90,37,90,46,90,36029,90,85
1513134309,90,23,90,104,90,36341,90,85
1513134609,89,143,89,30,89,36629,90,85
1513134910,90,37,90,132,90,36687,90,85
1513135210,89,81,89,72,89,36754,90,85
1513135509,89,183,89,69,89,36809,90,85
1513135809,89,156,89,24,89,36961,90,85
1513136110,89,180,89,48,89,36944,90,85
1513136409,90,28,90,138,90,37827,90,85
1513136709,90,164,90,174,90,37951,90,85
1513137009,90,290,90,60,90,38559,90,85
1513137309,90,179,90,61,90,39048,90,85
1513137610,90,30,90,97,90,39144,90,85
1513137910,90,43,90,36,90,39301,90,85
1513138209,90,28,90,23,90,39477,90,85
1513138510,90,83,90,25,90,39536,90,85
1513138809,90,45,90,21,90,39531,90,85
1513139109,90,52,90,41,90,39783,90,85
1513139410,90,36,90,50,90,39675,90,85
1513139710,90,80,90,45,90,39875,90,85
1513140009,90,36,90,20,90,40069,90,85
1513140309,90,39,90,16,90,40137,90,85
1513140611,90,162,90,38,90,39289,90,85
1513140909,90,269,90,48,90,39339,90,85
1513141209,90,137,90,48,90,39220,90,85
1513141510,89,22,89,57,89,39503,90,85
1513141809,89,140,89,66,89,39656,90,85
1513142109,89,245,89,19,89,39883,90,85
1513142411,89,69,89,20,89,39174,90,85
1513142710,89,62,89,17,89,39198,90,85
1513143010,89,35,89,20,89,38941,90,85
1513143310,89,90,89,15,89,38957,90,85
1513143609,89,168,89,18,89,39003,90,85
1513143909,89,37,89,81,89,39031,90,85
1513144209,89,72,89,53,89,38882,90,85
1513144510,89,177,89,44,89,38924,90,85
1513144809,89,129,89,32,89,38978,90,85
1513145109,89,113,89,43,89,38881,90,85
1513145409,89,153,89,66,89,38946,90,85
1513145710,90,66,90,29,90,38996,90,85
1513146009,90,27,90,29,90,38696,90,85
1513146309,90,27,90,41,90,38739,90,85
1513146610,90,16,90,95,90,38488,90,85
1513146909,90,24,90,29,90,38580,90,85
1513147209,90,46,90,31,90,38639,90,85
1513147509,90,23,90,107,90,38546,90,85
1513147809,90,83,90,109,90,38568,90,85
1513148109,90,152,90,103,90,38606,90,85
1513148410,90,90,90,32,90,38788,90,85
1513148710,90,118,90,12,90,38700,90,85
1513149010,90,38,90,37,90,38872,90,85
1513149310,90,41,90,94,90,38976,90,85
1513149609,89,176,89,17,89,38781,90,85
1513149909,90,71,90,11,90,38855,90,85
1513150209,90,75,90,79,90,38904,90,85
1513150509,90,33,90,167,90,38797,90,85
1513150809,90,77,90,85,90,38883,90,85
1513151109,90,51,90,72,90,38791,90,85
1513151410,90,109,90,10,90,38864,90,85
1513151709,90,90,90,24,90,38934,90,85
1513152009,90,33,90,79,90,39112,90,85
1513152309,90,51,90,61,90,39279,90,85
1513152609,90,49,90,23,90,39372,90,85
1513152910,90,33,90,70,90,39484,90,85
1513153209,90,21,90,91,90,39385,90,85
1513153510,90,84,90,52,90,39462,90,85
1513153809,90,64,90,73,90,39518,90,85
1513154109,90,21,90,44,90,40206,91,85
1513154409,90,67,90,26,90,40464,91,85
1513154709,90,28,90,49,90,40614,91,85
1513155009,90,32,90,30,90,40455,91,85
1513155309,90,88,90,26,90,40638,91,85
1513155609,90,140,90,50,90,40711,91,85
1513155910,90,135,90,15,90,40608,91,85
1513156209,90,51,90,19,90,40674,91,85
1513156509,90,98,90,30,90,40719,91,85
1513156811,90,104,90,15,90,40769,91,85
1513157109,90,47,90,37,90,40825,91,85
1513157409,90,31,90,27,90,40924,91,85
1513157709,90,38,90,20,90,40430,91,85
1513158009,90,25,90,22,90,40458,91,85
1513158309,90,44,90,45,90,40712,91,85
1513158609,90,42,90,38,90,40669,91,85
1513158910,90,52,90,32,90,40775,91,85
1513159210,90,22,90,29,90,40876,91,85
1513159510,90,44,90,34,90,40558,91,85
1513159810,90,104,90,50,90,40586,91,85
1513160110,90,59,90,37,90,40665,91,85
1513160409,90,47,90,54,90,38953,91,85
1513160710,90,25,90,79,90,39024,91,85
1513161009,90,27,90,36,90,39131,91,85
1513161309,90,59,90,37,90,38552,91,85
1513161609,90,29,90,56,90,38677,91,85
1513161910,90,23,90,116,90,38745,91,85
1513162209,90,112,90,94,90,38516,91,85
1513162510,91,27,91,91,91,38553,91,85
1513162809,91,50,91,53,91,38688,91,85
1513163110,91,54,91,96,91,38619,91,85
1513163410,90,42,90,76,90,38708,91,85
1513163709,91,65,91,25,91,38475,91,85
1513164009,91,56,91,16,91,38535,91,85
1513164309,91,62,91,25,91,38692,91,85
1513164609,91,60,91,84,91,38847,91,85
1513164909,91,71,91,65,91,39218,91,85
1513165209,91,46,91,85,91,39931,91,85
1513165509,91,55,91,27,91,39914,91,85
1513165809,91,68,91,34,91,40553,91,85
1513166109,90,16,90,64,90,42112,91,85
1513166410,90,55,90,69,90,43176,91,85
