b0,b1,b2,b3,b4,b5,b6,b7,b8
1513479910,84,973,85,712,85,155726,88,83
1513480210,85,667,85,901,85,155868,88,83
1513480510,85,1057,85,1526,85,155882,88,83
1513480811,85,699,85,1113,85,155186,88,83
1513481110,85,1364,85,925,85,155499,88,83
1513481411,85,820,85,903,85,155567,88,83
1513481710,85,732,85,1011,85,155568,88,83
1513482010,85,787,85,985,85,155624,88,83
1513482310,85,875,85,982,85,155666,88,83
1513482610,85,821,85,1097,84,155342,88,83
1513482910,84,846,84,1097,84,155712,88,83
1513483211,84,1885,84,1123,84,156052,88,83
1513483510,85,913,85,1299,85,155475,88,83
1513483811,85,936,85,982,85,155645,88,83
1513484111,85,1239,85,1082,85,155906,88,83
1513484411,85,2366,85,1448,85,155110,88,83
1513484712,85,1026,85,1112,85,155296,88,83
1513485011,85,677,85,1067,85,155770,88,83
1513485310,85,826,85,850,85,156333,88,83
1513485611,85,896,85,978,85,156627,88,83
1513485910,85,1845,85,571,85,157258,88,83
1513486210,86,871,86,575,86,157732,88,83
1513486510,85,1221,85,749,85,158688,88,83
1513486810,85,1056,85,1046,85,154336,88,83
1513487110,85,915,85,1491,85,155010,88,83
1513487411,85,842,85,1065,85,155239,88,83
1513487710,85,1120,85,1059,85,155315,88,83
1513488010,85,938,85,933,85,153754,88,83
1513488314,85,698,85,1034,85,154029,88,83
1513488610,85,713,85,1331,85,154031,88,83
1513488910,85,966,85,923,85,152768,88,83
1513489210,85,553,85,1390,85,153349,88,83
1513489511,85,817,85,1113,85,153749,88,83
1513489812,85,399,85,1235,85,152014,88,83
1513490025,85,879,85,843,85,152144,88,83
1513503327,85,1111,85,999,85,146537,87,83
1513503638,85,740,85,1102,85,147107,87,83
1513503937,85,666,85,1270,85,147443,87,83
1513504238,85,649,85,1210,85,147055,87,83
1513504537,85,941,85,2612,85,147377,87,83
1513504838,85,718,85,1223,85,146907,87,83
1513505138,85,1220,85,1766,85,147898,87,83
1513505437,85,1455,85,1767,85,147979,87,83
1513505737,85,1301,85,629,85,147318,87,83
1513506038,85,1689,85,534,85,147356,87,83
1513506337,86,1752,86,974,86,148050,87,83
1513506637,86,960,86,1144,86,148442,87,83
1513506937,86,1720,86,616,86,148994,87,83
1513507238,86,1772,86,500,86,150094,87,83
1513507538,86,858,86,2687,86,145960,87,83
1513507837,86,1641,86,1468,86,146367,87,83
1513508138,86,1574,87,2525,86,146613,87,83
1513508437,87,1118,87,480,87,137604,87,83
1513508736,86,372,86,664,86,137938,87,83
1513509037,87,637,87,696,87,138960,87,83
1513509337,87,797,87,410,87,132266,87,83
1513509636,87,1116,87,926,87,136311,87,83
1513509937,87,1292,87,602,87,137375,87,83
1513510237,87,1246,87,838,87,135019,87,83
1513510536,87,2191,87,787,87,135204,87,83
1513510837,87,1931,87,526,87,135378,87,83
1513511137,87,1748,87,452,87,135650,87,83
1513511437,87,2135,87,823,87,135073,87,83
1513511737,87,2002,87,803,87,135235,87,83
1513512038,87,2617,87,812,87,134866,87,83
1513512339,87,1826,87,432,87,135419,87,83
1513512637,87,1408,87,1129,87,135887,87,83
1513512937,87,853,87,1088,87,134157,87,83
1513513236,87,1343,87,774,87,135592,87,83
1513513537,87,1240,87,1402,87,136058,87,83
1513513837,87,2293,87,1353,87,136124,87,83
1513514138,87,1314,87,935,87,138006,87,83
1513514438,86,323,86,851,86,140008,87,83
1513514737,86,1597,86,950,86,140588,87,83
1513515039,86,1357,86,866,86,141254,87,83
1513515338,86,688,86,586,86,141621,87,83
1513515638,86,1166,86,802,86,140417,87,83
1513515937,86,1268,86,1084,86,141494,87,83
1513516237,85,736,86,1057,85,142352,87,83
1513516537,85,1147,86,840,86,139798,87,83
1513516838,86,1363,86,1161,86,139955,87,83
1513517137,86,1728,86,1099,86,140091,87,83
1513517438,86,1198,86,648,86,140813,87,83
1513517737,86,1057,86,820,86,141382,87,83
1513518037,86,1142,86,707,86,141431,87,83
1513518337,86,1005,86,557,86,140875,87,83
1513518637,86,1299,86,494,86,141105,87,83
1513518938,86,1191,86,428,86,141168,87,83
1513519239,86,2156,86,328,86,140169,87,83
1513519537,86,1982,87,1518,86,140329,87,83
1513519838,86,1708,86,1339,86,140662,87,83
1513520137,86,2075,86,1303,86,140924,87,83
1513520437,86,1435,87,1466,87,140141,87,83
1513520737,87,1290,87,1523,87,140359,87,83
1513521037,86,1147,87,1573,87,140174,87,83
1513521337,86,1199,86,1669,86,140389,87,83
1513521638,86,773,86,2696,86,141124,87,83
1513521937,86,1055,86,895,86,141195,87,83
1513522237,86,778,86,827,86,139244,87,83
1513522537,86,1137,86,1481,86,139490,87,83
1513522837,86,952,86,634,86,139517,87,83
1513523138,86,1652,86,1311,86,139449,87,83
1513523437,86,982,86,1463,86,139478,87,83
1513523737,86,966,86,1687,86,139501,87,83
1513524037,86,1057,86,1405,86,137097,87,83
1513524337,86,1195,86,1461,86,137144,87,83
1513524638,86,1213,86,590,86,137222,87,83
1513524937,87,1174,87,712,87,136203,87,83
1513525238,87,1377,87,643,87,136212,87,83
1513525537,87,1343,87,915,87,136276,87,83
1513525838,87,1105,87,808,87,136753,87,83
1513526137,86,1015,87,1151,86,136834,87,83
1513526437,86,631,86,1157,86,135349,87,83
1513526738,86,765,86,982,86,135494,87,83
1513527037,87,970,87,1026,87,136012,87,83
1513527337,87,1630,87,815,87,135306,87,83
1513527637,87,1643,87,812,87,136202,87,83
1513527937,87,1852,87,1057,87,136387,87,83
1513528239,87,1484,87,438,87,135845,87,83
1513528536,87,1463,87,438,87,136032,87,83
1513528837,87,1541,87,835,87,136120,87,83
1513529138,87,1453,87,1016,87,136389,87,83
1513529437,87,1562,87,830,87,136233,87,83
1513529737,87,1480,87,862,87,136790,87,83
1513530038,87,1551,87,829,87,136206,87,83
1513530338,87,1390,87,1225,87,139010,88,83
1513530637,87,1308,87,740,87,139371,88,83
1513530937,87,1239,87,625,87,139619,88,83
1513531238,87,1242,87,583,87,138937,88,83
1513531538,87,574,87,1093,87,140104,88,83
1513531838,87,541,87,1296,87,140164,88,83
1513532137,87,988,87,1297,87,139947,88,83
1513532437,87,1030,87,531,87,140180,88,83
1513532737,87,641,87,908,87,140264,88,83
1513533038,87,964,87,860,87,133835,88,83
1513533337,87,1202,87,923,87,133999,88,83
1513533637,87,1077,87,292,87,134086,88,83
1513533937,87,1270,87,827,87,129626,88,83
1513534237,87,1144,87,287,87,129698,88,83
1513534537,87,1301,87,931,87,122954,88,83
1513534837,87,976,87,351,87,122990,88,83
1513535139,87,1184,87,753,87,123498,88,83
1513535438,87,1409,87,755,87,123821,88,83
1513535737,87,2186,87,615,87,115305,88,83
1513536037,87,2201,87,445,87,115340,88,83
1513536337,87,2213,87,476,87,113789,88,83
1513536637,87,2127,87,381,87,114110,88,83
1513536938,87,2821,87,700,87,114671,88,83
1513537238,87,1169,87,998,87,113925,88,83
1513537537,87,807,87,1012,87,114228,88,83
1513537837,87,1136,87,949,87,114840,88,83
1513538137,87,631,87,1106,87,114897,88,83
1513538437,87,1102,87,941,87,113901,88,83
1513538738,87,1576,87,935,87,113931,88,83
1513539037,87,1419,87,1236,87,113967,88,83
1513539338,86,586,86,1069,86,113158,88,83
1513539637,86,766,86,1159,86,113273,88,83
1513539937,86,511,86,1223,86,112542,88,83
1513540238,86,640,86,1272,86,112629,88,83
1513540538,86,433,86,1278,86,112677,88,83
1513540838,86,856,86,1359,86,112813,88,83
1513541137,86,1201,86,1296,86,112194,88,83
1513541438,86,871,86,669,86,112545,88,83
1513541738,87,1125,87,562,87,112227,88,83
1513542037,87,1038,87,482,87,112302,88,83
1513542338,86,1116,86,1221,86,112468,88,83
1513542637,86,1680,86,575,86,112543,88,83
1513542937,86,1073,87,341,87,112625,88,83
1513543238,87,1130,87,608,87,112726,88,83
1513543537,87,1218,87,471,87,112748,88,83
1513543837,86,1147,87,815,86,111985,88,83
1513544137,87,1037,87,503,87,112059,88,83
1513544438,87,1114,87,252,87,111578,88,83
1513544737,87,1533,87,937,87,111595,88,83
1513545037,87,1333,87,933,87,111715,88,83
1513545338,87,1301,87,670,87,111489,88,83
1513545637,87,1381,87,819,87,111885,88,83
1513545937,87,1073,87,1021,87,112133,88,83
1513546237,87,888,87,1135,87,110859,88,83
1513546537,87,906,87,1188,87,110957,88,83
1513546837,87,1033,87,1286,87,111025,88,83
1513547138,87,974,87,779,87,111051,88,83
1513547437,87,849,87,710,87,109840,88,83
1513547737,87,775,87,1015,87,109985,88,83
1513548038,87,891,87,983,87,110028,88,83
1513548338,87,650,87,741,87,108172,88,83
1513548637,87,1188,87,975,87,108257,88,83
1513548937,87,764,87,734,87,108382,88,83
1513549237,87,823,87,718,87,106719,88,83
1513549537,87,489,87,637,87,106775,88,83
1513549837,87,566,87,677,87,106270,88,83
1513550137,87,538,87,510,87,106287,88,83
1513550437,87,1053,87,754,87,106335,88,83
1513550737,87,625,87,612,87,106346,88,83
1513551037,87,1133,87,667,87,106386,88,83
1513551337,87,792,87,826,87,106464,88,83
1513551637,87,785,87,797,87,106498,88,83
1513551937,87,957,87,1088,87,106029,88,84
1513552238,87,841,87,1132,87,106114,88,84
1513552537,87,795,87,1206,87,106148,88,84
1513552837,87,1211,87,436,87,106004,88,84
1513553137,88,476,88,2477,88,106850,88,84
1513553437,88,583,88,816,88,106862,88,84
1513553737,88,682,88,2174,89,108046,88,84
1513554037,88,1541,88,1122,88,110170,89,84
1513554337,89,1473,89,924,89,110976,89,84
1513554637,88,2355,88,1224,88,110902,89,84
1513554937,88,1043,88,1648,88,112084,89,84
1513555237,88,626,89,890,89,112507,89,84
1513555537,89,873,89,860,89,113189,89,84
1513555837,89,967,89,1368,89,114315,89,84
1513556137,89,994,89,771,89,114608,89,84
1513556437,89,912,89,1198,89,114886,89,84
1513556737,88,1232,88,958,88,115051,89,84
1513557037,89,677,89,1174,89,115604,89,84
1513557337,88,999,88,1351,88,116450,89,84
1513557637,88,847,88,1482,88,116785,89,84
1513557937,88,900,88,1339,88,116638,89,84
1513558238,88,763,88,1476,88,116811,89,84
1513558537,88,856,88,1501,88,117326,89,84
1513558837,88,1095,88,1275,88,117517,89,84
1513559137,88,823,88,1497,88,117725,89,84
1513559437,88,1064,88,1231,88,117759,89,84
1513559737,88,798,88,1421,88,117668,89,84
1513560037,88,1135,88,683,88,118222,89,84
1513560338,88,1014,88,1141,88,118310,89,84
1513560637,88,1146,88,875,88,118333,89,84
1513560938,88,1185,88,967,88,118750,89,84
1513561237,88,1125,88,963,88,118845,89,84
1513561537,88,1141,88,2156,88,118729,89,84
1513561837,88,885,88,1523,88,119020,89,84
1513562138,88,955,88,1417,88,119041,89,84
1513562437,88,649,88,1390,88,120112,89,84
1513562737,88,455,88,991,88,120455,89,84
1513563037,88,862,88,1126,88,120877,89,84
1513563338,88,831,88,725,88,121418,89,84
1513563637,88,888,88,1107,88,121510,89,84
1513563938,88,571,88,1034,88,122122,89,84
1513564237,88,904,88,721,88,122257,89,84
1513564538,88,821,88,814,88,122442,89,84
1513564839,88,951,88,929,88,122789,89,84
1513565137,88,991,88,1121,88,122944,89,84
1513565437,88,925,88,961,88,123656,89,84
1513565736,88,1410,88,573,88,123983,89,84
1513566038,88,975,88,1087,88,124051,89,84
1513566337,88,1043,88,1849,88,124583,89,84
1513566637,88,927,88,1634,88,125240,89,84
1513566938,88,899,88,1273,88,125645,89,84
1513567237,88,698,88,1590,88,124858,89,84
1513567538,88,652,88,1218,88,125019,89,84
1513567838,88,897,88,1404,88,125165,89,84
1513568137,88,653,88,1500,88,125502,89,84
1513568437,88,782,88,1434,88,125772,89,84
1513568737,88,989,88,1235,88,125938,89,84
1513569037,88,578,88,1250,88,125238,89,84
1513569338,87,782,87,1202,87,125405,89,84
1513569638,87,613,87,847,87,125482,89,84
1513569937,87,515,87,371,87,126027,89,84
1513570237,87,380,87,980,87,126922,89,84
1513570538,88,918,88,487,88,127410,89,84
1513570836,88,600,88,835,88,126608,89,84
1513571138,88,876,88,492,88,126709,89,84
1513571438,88,1028,88,526,88,123972,89,84
1513571737,88,851,88,748,88,124004,89,84
1513572037,88,963,88,800,88,124016,89,84
1513572337,88,592,88,1052,88,122310,89,84
1513572639,88,682,88,747,88,122630,89,84
1513572937,88,579,88,1073,88,122694,89,84
1513573237,88,228,88,756,88,122201,89,84
1513573537,88,394,88,976,88,122378,89,84
1513573838,88,518,88,441,88,123246,89,84
1513574137,88,3389,88,412,88,123164,89,84
1513574437,88,585,88,859,88,123931,89,84
1513574737,88,640,88,761,88,124283,89,84
1513575038,88,500,88,693,88,123337,89,84
1513575337,88,565,88,849,88,123872,89,84
1513575638,88,733,88,715,88,123981,89,84
1513575937,88,488,88,892,88,123481,89,84
1513576237,88,781,88,837,88,124253,89,84
1513576537,88,833,88,979,88,124979,89,84
1513576837,88,761,88,968,88,125046,89,84
1513577137,88,524,88,860,88,124664,89,84
1513577439,88,889,88,831,88,124701,89,84
1513577737,88,298,88,829,88,124878,89,84
1513578037,88,607,88,1027,88,124418,89,84
1513578337,88,395,88,865,88,124592,89,84
1513578638,87,377,88,906,87,121690,89,85
1513578937,87,815,87,905,87,122048,89,85
1513579237,87,825,87,966,87,122482,89,85
1513579537,87,972,87,453,87,116050,89,85
1513579837,87,503,87,573,87,117053,89,85
1513580137,86,440,86,1032,86,118498,89,85
1513580438,86,878,86,860,86,116030,89,85
1513580737,86,1027,86,746,86,118063,89,85
1513581037,86,713,86,878,86,119041,89,85
1513581337,86,629,86,1125,86,117658,89,85
1513581638,86,1551,86,733,86,118313,89,85
1513581936,86,1062,86,600,86,118475,89,85
1513582237,86,831,86,757,86,116934,89,85
1513582537,86,1474,86,836,86,117269,89,85
1513582838,86,1053,86,920,86,118217,89,85
1513583136,86,1414,86,718,86,118537,89,85
1513583437,86,1076,86,754,86,118775,89,85
1513583737,86,1252,86,659,86,119044,89,85
1513584038,86,839,86,810,86,115912,89,85
1513584339,86,647,86,966,86,116285,89,85
1513584637,86,671,86,1227,86,116684,89,85
1513584937,86,1185,86,1154,86,115605,89,85
1513585237,86,714,86,1046,86,115777,89,85
1513585538,86,1064,86,1064,86,115839,89,85
1513585838,86,1169,86,1656,86,114016,89,85
1513586138,86,1663,86,924,86,115005,89,85
1513586437,85,303,85,1147,85,116103,89,85
1513586737,85,1779,85,1219,85,115988,89,85
1513587036,85,1227,85,1291,85,116978,89,85
1513587338,85,717,85,968,85,118315,89,85
1513587637,85,1631,85,986,85,118554,89,85
1513587937,85,1409,85,3237,85,118145,89,85
1513588237,84,1185,85,2469,85,124290,89,84
1513588537,84,573,84,1530,84,124486,89,84
1513588837,85,948,85,1574,85,125944,89,84
1513589137,85,1128,85,913,85,126582,89,84
1513589437,85,2941,85,2281,85,125722,89,84
1513589737,84,1308,85,2012,84,125827,89,84
1513590038,85,1605,85,2312,85,125992,89,84
1513590338,85,1074,85,1584,85,126132,89,84
1513590639,85,1045,85,1814,85,126333,89,84
1513590938,85,1164,85,1623,85,126523,89,84
1513591239,85,738,85,1059,85,125280,89,84
1513591537,85,1215,85,651,85,126125,89,84
1513591839,85,609,85,944,85,126882,89,84
1513592138,85,854,85,1492,85,125408,89,84
1513592436,85,1224,85,683,85,125995,89,84
1513592737,85,933,85,1027,85,126770,89,84
1513593037,85,594,85,1070,85,124850,89,84
1513593338,85,592,85,749,85,124950,89,84
1513593637,85,616,85,1201,85,125230,89,84
1513593937,85,1424,85,660,85,123276,89,84
1513594237,85,1346,85,1847,85,123570,89,84
1513594538,85,1155,85,705,85,123853,89,84
1513594837,85,627,85,1047,85,124557,89,84
1513595137,85,551,85,1026,85,122501,89,84
1513595437,85,1005,85,814,85,122865,89,84
1513595737,85,1102,85,974,85,123160,89,84
1513596036,85,1094,85,924,85,117506,89,84
1513596337,85,1235,86,664,86,117683,89,84
1513596637,86,1137,86,789,86,118481,89,84
1513596937,86,1006,86,815,86,117963,89,84
1513597238,86,1263,86,1970,86,118092,89,84
1513597538,86,1157,86,493,86,117736,89,84
1513597839,86,1369,86,1005,86,118022,89,84
1513598139,86,1274,86,771,86,118437,89,84
1513598437,87,1562,87,583,87,117924,89,84
1513598737,87,1210,87,1761,87,118399,89,84
1513599037,87,667,87,890,87,118708,89,84
1513599338,87,601,87,616,87,116506,89,84
1513599637,87,1033,87,744,87,116827,89,84
1513599938,87,1374,87,706,87,117673,89,84
1513600237,87,787,87,823,87,112503,89,84
1513600537,87,1284,87,821,87,113197,89,84
1513600838,87,751,87,1242,87,114350,89,84
1513601137,87,635,87,1476,87,113545,89,84
1513601437,87,487,87,1541,87,113993,89,84
1513601737,86,419,86,1239,86,114290,89,84
1513602037,86,628,86,1007,86,112412,89,84
1513602339,87,912,87,2495,87,112643,89,84
1513602637,86,882,87,1203,86,112723,89,84
1513602939,87,758,87,696,87,111699,89,84
1513603237,87,930,87,718,87,111779,89,84
1513603537,86,1048,86,1114,86,111801,89,84
1513603837,86,858,86,951,86,110905,89,84
1513604137,86,659,86,1353,86,111595,89,84
1513604437,86,1173,86,729,86,112124,89,84
1513604737,86,1077,86,735,86,112267,89,84
1513605037,86,1189,86,740,86,111795,89,84
1513605337,87,1356,87,364,87,112180,89,84
1513605637,86,1097,86,849,86,112572,89,84
1513605937,86,2557,86,794,86,111653,89,84
1513606237,86,1185,86,1306,86,111793,89,84
1513606539,86,717,86,937,86,111888,89,84
1513606838,86,1184,87,813,87,111614,89,84
1513607137,86,1099,86,670,86,111807,89,84
1513607437,86,1061,86,627,86,111892,89,84
1513607737,86,785,86,672,86,110936,89,84
1513608037,86,467,86,881,86,111013,89,84
1513608336,86,866,86,859,86,110856,89,84
1513608638,86,973,86,1280,86,110868,89,84
1513608937,86,1103,86,1259,86,110932,89,84
1513609237,86,2157,86,881,86,110860,89,84
1513609537,86,1262,86,951,86,111445,89,84
1513609837,85,616,85,1520,85,112884,89,84
1513610138,86,1244,86,671,86,112811,89,84
1513610437,86,1230,86,580,86,113070,89,84
1513610737,86,1427,86,681,86,113219,89,84
1513611038,86,965,86,756,86,113095,89,84
1513611337,86,870,86,790,86,113470,89,84
1513611640,86,1210,86,728,86,113496,89,84
1513611937,87,1157,87,947,87,112780,89,84
1513612237,86,978,86,954,86,112818,89,84
1513612537,86,1019,86,875,86,112944,89,84
1513612837,86,867,86,795,86,111890,89,84
1513613137,86,720,87,783,86,111923,89,84
1513613438,87,1054,87,781,87,112002,89,84
1513613737,86,1371,86,979,86,112178,89,84
1513614037,86,1221,86,821,86,111094,89,84
1513614337,86,1526,86,1088,86,111125,89,84
1513614636,86,1339,86,670,86,110714,89,84
1513614937,86,1280,86,945,86,110732,89,84
1513615237,86,1026,86,735,86,110790,89,84
1513615537,86,762,86,870,86,110019,89,84
1513615837,86,1161,86,666,86,110095,89,84
1513616136,86,1216,86,1254,86,110133,89,84
1513616437,87,951,87,651,87,110232,89,84
1513616737,86,618,86,782,86,106767,89,84
1513617037,87,693,87,683,87,106790,89,84
1513617337,87,931,87,682,87,107133,89,84
1513617637,87,1095,87,655,87,105878,89,84
1513617937,87,1691,87,5065,87,106273,89,84
1513618237,87,1015,87,1257,87,105859,89,84
1513618538,87,949,87,756,87,105950,89,84
1513618837,87,826,87,667,87,106050,89,84
1513619137,87,962,87,881,87,106128,89,84
1513619437,87,1047,87,845,87,105998,89,84
1513619737,87,941,87,909,87,106110,89,84
1513620039,87,1195,87,913,87,106267,89,84
1513620337,86,1101,86,850,86,106373,89,84
1513620637,86,669,86,1191,86,106643,89,84
1513620937,86,583,86,1024,86,106854,89,84
1513621237,86,1256,86,1116,86,106142,89,84
1513621538,86,1627,86,1063,86,106310,89,84
1513621838,86,665,86,1095,86,105795,89,84
1513622138,86,842,86,1042,86,105863,89,84
1513622437,86,897,86,1166,86,105936,89,84
1513622737,86,312,86,1286,86,105974,89,84
1513623037,86,286,86,1224,86,104662,89,84
1513623339,86,991,86,1023,86,105036,89,84
1513623637,86,714,86,1013,86,104129,89,84
1513623937,86,1459,86,994,86,104248,89,84
1513624237,86,1473,86,921,86,104591,89,84
1513624538,86,751,86,1401,86,104527,89,84
1513624838,86,1086,86,1330,86,104835,89,84
1513625137,86,1116,86,1420,86,104850,89,84
1513625437,86,1116,86,1420,86,104850,89,84
1513625737,86,987,86,1009,86,104531,89,84
1513626038,86,1324,87,683,87,104669,89,84
1513626337,86,1371,87,671,87,104494,89,84
1513626637,87,1048,87,778,87,104541,89,84
1513626937,87,1493,87,814,87,104795,89,84
1513627237,87,1113,87,644,87,104913,89,84
1513627537,87,1126,87,4856,87,104503,89,84
1513627837,87,1597,87,4583,87,104839,89,84
1513628138,87,1101,87,4771,87,104925,89,84
1513628437,87,2411,87,3106,87,106295,89,84
1513628737,87,1150,87,1196,87,108864,89,84
1513629037,87,1225,87,1292,87,108914,89,84
1513629337,88,1224,88,467,88,109338,89,84
1513629637,87,2226,87,2079,87,109892,89,84
1513629937,88,1325,88,1515,88,109645,89,84
1513630237,88,1197,88,2090,88,109826,89,84
1513630538,87,890,87,1293,87,110713,89,84
1513630837,88,1141,88,1206,88,110665,89,84
1513631139,87,1133,87,1450,87,111465,89,84
1513631437,88,872,88,1247,88,111781,89,84
1513631737,88,816,88,905,88,111068,89,84
1513632037,88,1072,88,1855,87,111664,89,84
1513632338,88,1205,88,1240,88,111738,89,84
1513632637,88,1139,88,1320,88,111564,89,84
1513632937,87,736,87,1344,87,112869,89,84
1513633237,88,1012,88,1175,88,113166,89,84
1513633537,87,782,88,1175,87,113279,89,84
1513633837,87,732,87,2473,87,113116,89,84
1513634138,87,994,88,2303,88,113504,89,84
1513634437,88,833,88,2245,88,113626,89,84
1513634737,88,1203,88,1015,88,113751,89,84
1513635037,88,1020,88,1059,88,113898,89,84
1513635337,88,1026,88,1066,88,113947,89,84
1513635638,88,615,88,681,88,113575,89,84
1513635937,87,546,87,981,87,113770,89,84
1513636238,87,633,87,2178,87,113792,89,84
1513636537,87,818,87,936,87,114007,89,84
1513636837,87,680,87,1553,87,114151,89,84
1513637139,87,1213,87,927,87,114539,89,84
1513637437,87,1904,87,1097,87,115385,89,84
1513637738,87,1299,87,1637,87,115418,89,84
1513638037,88,1690,88,407,88,116263,89,84
1513638338,88,2115,88,732,88,116614,89,84
1513638637,87,928,87,950,88,116694,89,84
1513638937,88,1292,88,673,88,115487,89,84
1513639237,88,796,88,684,88,115592,89,84
1513639537,88,2844,88,725,88,115723,89,84
1513639839,88,538,88,693,88,111812,89,84
1513640137,87,227,87,861,87,112128,89,84
1513640437,87,907,88,1009,88,112398,89,84
1513640737,87,902,87,874,87,109228,89,84
1513641037,87,746,88,729,87,109376,89,84
1513641338,88,1059,88,751,88,109530,89,84
1513641637,88,875,88,692,88,106997,89,84
1513641937,88,1076,88,675,88,107217,89,84
1513642238,88,911,88,751,88,107530,89,84
1513642537,88,1146,88,5230,88,107111,89,84
1513642837,87,255,87,1117,87,107610,89,84
1513643137,88,461,88,1041,88,107781,89,84
1513643437,88,633,88,538,88,106286,88,84
1513643738,88,1640,88,964,88,106371,88,84
1513644037,88,860,88,1151,87,106636,88,84
1513644338,88,1351,88,1069,88,106709,88,84
1513644637,88,1196,88,1070,88,105849,88,84
1513644938,88,1191,88,1032,88,105932,88,84
1513645238,88,991,88,949,88,105520,88,84
1513645537,88,1223,88,1077,88,105643,88,84
1513645837,87,733,87,1208,87,105881,88,84
1513646137,87,904,87,1235,87,105624,88,84
1513646437,87,1944,87,1425,87,106537,88,84
1513646737,87,984,87,1395,87,106809,88,84
1513647038,87,1455,87,1451,87,105820,88,84
1513647337,86,995,87,1888,87,105954,88,84
1513647638,87,1264,87,1212,87,107160,88,84
1513647937,86,2618,87,1212,87,105810,88,84
1513648236,86,1723,86,1203,86,105929,88,84
1513648537,86,1106,86,1026,86,106641,88,84
1513648837,86,954,86,1125,86,106497,88,84
1513649137,86,862,86,696,86,107459,88,84
1513649437,86,1571,86,727,86,108074,88,84
1513649736,86,762,86,837,86,107379,88,84
1513650037,86,410,86,950,86,107606,88,84
1513650337,86,2214,86,747,86,107798,88,84
1513650637,86,975,86,739,86,106907,88,84
1513650938,86,1252,86,424,86,107494,88,84
1513651237,86,1403,86,804,86,107940,88,84
1513651537,86,1103,86,453,86,108167,88,84
1513651837,86,1018,86,695,86,106742,88,84
1513652137,86,960,86,630,86,107006,88,84
1513652437,86,1353,86,610,86,105586,88,84
1513652738,86,417,86,716,86,105684,88,84
1513653039,86,709,86,863,86,105786,88,84
1513653336,86,887,86,671,86,105201,88,84
1513653638,86,881,86,882,86,105259,88,84
1513653937,86,1127,87,641,86,105549,88,84
1513654237,87,397,87,777,87,104829,88,84
1513654538,86,282,86,859,86,104978,88,84
1513654838,86,744,86,1493,86,105188,88,84
1513655137,86,790,86,1057,86,105194,88,84
1513655437,86,933,86,732,86,104099,88,84
1513655736,86,838,86,2033,86,104294,88,84
1513656037,86,990,86,828,86,104296,88,84
1513656337,86,502,86,995,86,102342,88,84
1513656638,86,366,86,1044,86,103119,88,84
1513656937,86,401,86,921,86,103773,88,84
1513657237,86,470,86,856,86,103994,88,84
1513657538,86,862,86,625,86,104417,88,84
1513657837,86,1570,86,857,86,105006,88,84
1513658138,86,986,86,642,86,105369,88,84
1513658438,86,409,86,842,86,105420,88,84
1513658737,86,570,86,594,86,105695,88,84
1513659037,86,898,86,818,86,105168,88,84
1513659338,86,622,86,626,86,105329,88,84
1513659636,86,987,86,787,86,104181,88,84
1513659937,86,1828,86,608,86,104580,88,84
1513660237,85,271,85,909,85,106674,88,84
1513660537,85,602,85,609,85,107783,88,84
1513660837,86,876,86,904,86,107853,88,84
1513661137,86,587,86,2075,86,108522,88,84
1513661438,86,722,86,704,86,107966,88,84
1513661738,85,572,85,451,85,108494,88,84
1513662038,85,655,85,753,85,108618,88,84
1513662338,86,935,86,620,86,107196,88,84
1513662638,85,315,85,1009,85,107600,88,84
1513662936,85,970,85,882,85,108053,88,84
1513663237,85,617,85,664,85,108758,88,84
1513663537,86,510,86,910,86,108594,88,84
1513663837,85,525,85,939,85,108712,88,84
1513664137,85,775,86,1066,86,108129,88,84
1513664437,86,713,86,818,86,108167,88,84
1513664737,85,166,85,939,85,109628,88,84
1513665037,85,280,85,928,85,109268,88,84
1513665337,85,973,85,633,85,110015,88,84
1513665637,85,1875,85,804,85,110442,88,84
1513665937,85,731,85,658,85,107728,88,84
1513666237,85,2516,85,759,85,107847,88,84
1513666537,85,2065,85,680,85,108217,88,84
1513666838,85,1404,85,590,85,108595,88,84
1513667138,85,919,85,728,85,105313,88,84
1513667438,85,1300,85,796,85,105474,88,84
1513667737,85,876,85,720,85,105486,88,84
1513668037,86,1080,86,630,86,105073,88,84
1513668337,86,865,86,861,86,105285,88,84
1513668637,86,962,86,331,86,103711,88,84
1513668937,86,1271,86,602,86,103828,88,84
1513669238,86,587,86,787,86,103935,88,84
1513669537,86,685,86,693,86,104132,88,84
1513669838,86,972,86,689,86,102976,88,84
1513670137,86,938,86,676,86,103261,88,84
1513670437,86,1156,86,669,86,102016,88,84
1513670737,85,386,85,936,85,102378,88,84
1513671037,86,413,86,778,85,102729,88,84
1513671337,86,584,86,894,86,102467,88,84
1513671637,86,234,86,1069,86,102499,88,84
1513671938,86,1037,86,1104,85,102610,88,84
1513672237,86,205,86,895,86,100370,88,84
1513672538,86,1328,86,487,86,100627,88,84
1513672838,86,1462,86,662,86,101091,88,84
1513673137,86,829,86,832,86,98718,88,84
1513673437,86,1204,86,1027,86,99247,88,84
1513673738,86,926,86,1278,86,99341,88,84
1513674037,86,1014,86,1215,86,93047,88,84
1513674337,86,1262,86,1437,86,93079,88,84
1513674637,86,1186,86,835,86,93473,88,84
1513674937,86,1121,86,1026,86,91027,88,84
1513675237,86,1006,86,1225,86,91455,88,84
1513675537,86,838,86,1449,86,91670,88,84
